Scheme Name,Crisil Rank,AuM (Cr),1W_RTN(%),1M_RTN(%),3M_RTN(%),6M_RTN(%),YTD_RTN(%),1Y_RTN(%),2Y_RTN(%),3Y_RTN(%),5Y_RTN(%),10Y_RTN(%),MTD,Apr'21,Mar'21,Feb'21,Jan'21,Dec'20,Nov'20,Oct'20,Sep'20,Aug'20,Jul'20,Jun'20,QTD,Q1'21,Q4'20,Q3'20,Q2'20,Q1'20,Q4'19,Q3'19,Q2'19,Q1'19,Q4'18,Q3'18,YTD,2020_RTN(%),2019_RTN(%),2018_RTN(%),2017_RTN(%),2016_RTN(%),2015_RTN(%),2014_RTN(%),2013_RTN(%),2012_RTN(%),2011_RTN(%),2010_RTN(%),1W_Rank,1M_Rank,3M_Rank,6M_Rank,YTD_Rank,1Y_Rank,2Y_Rank,3Y_Rank,5Y_Rank,10Y_Rank,Standard Deviation,Beta,Sharpe Ratio,Jension's Alpha,Treynor's Ratio,Turnover ratio(%),% Equity Holding,No of stocks in portfolio,% Debt Holding,No of instruments in portfolio,% MF Holding,% Cash Holding,% Other Holding,NAV,1D Change(%),NAV Date,52W High,52WH as on,52W Low,52WL as on,1Y_SIP_RTN(%),2Y_SIP_RTN(%),3Y_SIP_RTN(%),5Y_SIP_RTN(%),10Y_SIP_RTN(%)
ICICI Prudential Bond Fund - GrowthMedium to Long Duration Fund,3,3366.05,0.04%,0.61%,1.78%,1.36%,1.11%,7.45%,9.97%,9.11%,8.08%,8.72%,0.15%,0.79%,0.66%,-0.27%,-0.04%,0.34%,0.72%,1.65%,-0.05%,-0.60%,1.16%,1.51%,1.34%,-1.71%,2.98%,-0.01%,3.57%,3.01%,0.98%,2.80%,3.82%,2.64%,4.68%,1.28%,0.85%,11.42%,11.98%,4.68%,5.71%,13.33%,6.08%,12.41%,3.40%,12.55%,8.59%,4.84%,2/15,7/15,14/15,5/15,14/15,6/15,8/14,7/14,8/14,6/14,3.04,0.87,1.54,-0.46,0.05,-,-,-,97.11%,1,-,2.89%,-,70.2593,0.02%,12-May-21,70.2593,12-May-21,65.3578,20-May-20,2.35%,7.00%,12.14%,18.58%,-
Nippon India Income Fund - GrowthMedium to Long Duration Fund,3,300.24,0.03%,0.48%,1.31%,0.39%,1.15%,4.09%,9.40%,9.42%,7.91%,8.20%,0.17%,0.84%,0.72%,-0.22%,0.01%,0.40%,0.77%,1.70%,-0.01%,-0.55%,1.22%,1.55%,1.21%,-1.40%,1.96%,2.22%,3.22%,2.90%,-2.85%,1.62%,-6.90%,1.65%,3.41%,1.40%,1.09%,12.10%,12.65%,5.63%,6.59%,13.95%,6.63%,12.76%,3.71%,-,-,-,4/14,3/14,4/14,5/14,6/14,6/14,8/13,7/13,5/13,0/0,3.14,0.9,1.36,-1.07,0.05,-,-,-,90.86%,59,-,9.14%,-,65.4721,0.02%,12-May-21,65.5857,08-Jan-21,61.4025,20-May-20,2.14%,7.52%,12.81%,19.48%,48.14%
Aditya Birla Sun Life Income Fund - Direct Plan - GrowthMedium to Long Duration Fund,3,1254.23,0.02%,0.64%,2.31%,1.88%,1.29%,8.13%,10.86%,10.32%,8.83%,-,0.26%,0.89%,1.14%,-1.64%,-0.13%,0.32%,0.46%,1.61%,-0.35%,-1.64%,0.52%,1.43%,1.09%,-1.64%,1.71%,1.97%,2.96%,2.65%,-3.09%,1.36%,-7.13%,1.41%,3.16%,1.15%,-0.25%,10.10%,11.79%,6.10%,2.44%,13.66%,5.21%,14.92%,2.32%,11.11%,6.50%,4.15%,4/15,3/15,5/15,6/15,7/15,7/15,9/14,8/14,7/14,8/14,5.79,0.85,-0.67,-8.9,-0.05,-,-,-,61.85%,23,-,38.15%,-,48.8991,0.02%,12-May-21,48.8991,12-May-21,45.8946,18-May-20,2.03%,7.49%,14.52%,23.95%,-
Tata Income Fund - Direct Plan - AppreciationMedium to Long Duration Fund,2,56.44,0.02%,0.30%,1.68%,1.21%,0.99%,7.58%,10.28%,9.12%,8.21%,-,0.30%,0.98%,1.24%,-1.56%,-0.03%,0.42%,0.54%,1.69%,-0.27%,-1.57%,0.58%,1.49%,0.98%,-1.28%,3.73%,0.67%,4.22%,3.49%,1.64%,2.78%,3.22%,3.18%,3.67%,1.16%,0.19%,11.04%,12.72%,6.93%,3.31%,14.67%,6.22%,15.50%,3.43%,-,-,-,11/14,12/14,10/14,6/14,9/14,7/14,11/13,11/13,11/13,0/0,,,,,,-,-,-,91.69%,14,-,8.31%,-,24.9319,0.03%,12-May-21,24.9319,12-May-21,23.1802,18-May-20,2.02%,6.78%,12.41%,20.23%,49.76%
LIC MF Bond Fund - Direct Plan - GrowthMedium to Long Duration Fund,4,170.77,0.02%,0.66%,1.29%,0.88%,0.96%,4.70%,8.76%,8.66%,7.56%,-,0.35%,0.91%,1.58%,-1.36%,-0.04%,0.39%,0.62%,2.27%,-0.49%,-1.09%,1.69%,1.65%,0.85%,-1.55%,3.46%,0.39%,3.94%,3.22%,1.38%,2.51%,2.97%,2.92%,3.42%,0.96%,0.77%,12.55%,9.76%,5.03%,2.77%,14.24%,4.67%,16.16%,2.10%,10.70%,8.34%,3.16%,13/14,5/14,14/14,13/14,8/14,8/14,12/13,12/13,12/13,0/0,,,,,,-,-,-,94.59%,9,-,5.41%,-,45.6932,0.02%,12-May-21,45.6932,12-May-21,43.3637,18-May-20,2.08%,7.86%,14.71%,24.09%,-
Aditya Birla Sun Life Income Fund - Regular Plan - Discipline Advantage PlanMedium to Long Duration Fund,-,1254.23,0.02%,0.60%,2.21%,1.67%,1.24%,7.65%,10.23%,9.61%,8.08%,8.39%,0.35%,0.91%,1.58%,-1.36%,-0.04%,0.39%,0.62%,2.27%,-0.49%,-1.09%,1.69%,1.65%,1.00%,-0.79%,2.09%,0.17%,4.24%,2.54%,1.62%,2.62%,3.47%,2.26%,3.99%,1.20%,0.77%,12.55%,9.75%,5.03%,2.77%,14.24%,4.67%,16.16%,2.13%,10.70%,8.34%,3.16%,12/15,13/15,12/15,7/15,11/15,8/15,12/14,12/14,12/14,11/14,,,,,,-,-,-,80.45%,26,-,19.55%,-,76.4276,0.01%,12-May-21,76.4779,05-Jan-21,72.6979,18-May-20,1.92%,6.24%,11.05%,16.75%,43.48%
Aditya Birla Sun Life Income Fund - Regular Plan - GrowthMedium to Long Duration Fund,3,1254.23,0.01%,0.60%,2.21%,1.66%,1.24%,7.65%,10.23%,9.61%,8.08%,8.39%,0.36%,0.94%,1.61%,-1.33%,-0.01%,0.42%,0.66%,2.31%,-0.46%,-1.05%,1.73%,1.69%,0.98%,-0.83%,1.87%,-0.06%,4.00%,2.32%,1.63%,2.39%,3.25%,2.11%,3.86%,1.07%,0.92%,13.10%,10.62%,5.86%,3.49%,15.27%,5.56%,16.68%,2.68%,-,-,-,14/15,6/15,15/15,14/15,9/15,9/15,13/14,13/14,13/14,14/14,,,,,,-,-,-,92.78%,19,-,7.22%,-,71.1588,0%,12-May-21,71.4977,05-Jan-21,68.3707,18-May-20,2.00%,7.48%,13.45%,20.60%,48.99%
LIC MF Bond Fund - GrowthMedium to Long Duration Fund,4,170.77,0.01%,0.65%,1.25%,0.70%,0.94%,4.05%,8.06%,7.99%,6.97%,7.59%,0.38%,0.57%,1.19%,-1.29%,0.02%,0.20%,0.51%,1.89%,-0.23%,-0.84%,1.58%,1.86%,1.12%,-0.46%,2.52%,1.49%,3.93%,2.87%,2.42%,3.02%,2.27%,2.78%,2.90%,1.14%,0.19%,11.40%,9.33%,2.79%,4.05%,11.21%,6.97%,12.97%,6.83%,10.40%,6.68%,2.72%,6/14,11/14,7/14,8/14,4/14,9/14,5/13,1/13,4/13,0/0,,,,,,-,-,-,90.86%,59,-,9.14%,-,65.3925,0%,12-May-21,65.8166,28-Jan-21,61.3814,18-May-20,1.77%,6.33%,12.46%,20.09%,-
IDFC Bond Fund - Income Plan - Direct Plan - GrowthMedium to Long Duration Fund,5,689.78,0.01%,1.01%,1.14%,0.69%,1.35%,5.11%,10.27%,10.09%,8.90%,-,0.40%,0.62%,1.26%,-1.23%,0.09%,0.27%,0.58%,1.95%,-0.16%,-0.76%,1.66%,1.92%,1.20%,-0.30%,2.67%,1.63%,4.05%,3.00%,2.55%,3.16%,2.41%,2.93%,3.05%,1.29%,0.53%,12.33%,10.33%,4.14%,5.18%,12.18%,7.69%,13.68%,7.25%,-,-,-,11/15,2/15,11/15,12/15,2/15,10/15,5/14,5/14,2/14,3/14,,,,,,-,-,-,85.63%,12,-,14.37%,-,37.0369,0%,12-May-21,37.2989,05-Jan-21,35.4393,18-May-20,1.68%,2.60%,1.44%,3.12%,-
HDFC Income Fund - Direct Plan - GrowthMedium to Long Duration Fund,2,664.94,0.01%,0.57%,1.23%,1.53%,1.09%,6.21%,8.55%,8.10%,7.15%,-,0.37%,0.87%,0.75%,-1.57%,-0.53%,0.75%,0.51%,1.55%,-0.16%,-1.56%,0.45%,0.86%,1.28%,-1.09%,2.69%,-0.01%,4.35%,3.25%,1.33%,3.03%,4.37%,2.85%,4.58%,1.62%,-0.75%,9.29%,10.08%,5.23%,1.09%,10.96%,5.70%,13.84%,2.67%,9.88%,8.86%,4.68%,10/14,1/14,11/14,12/14,2/14,10/14,7/13,4/13,2/13,0/0,,,,,,-,-,-,93.93%,7,-,6.07%,-,1.6201,0.03%,12-May-21,2.0716,25-Jan-21,1.5681,27-Jan-21,1.67%,6.45%,12.24%,19.96%,-
Tata Income Fund - Regular Plan - AppreciationMedium to Long Duration Fund,2,56.44,0.01%,0.24%,1.47%,0.79%,0.90%,6.69%,9.34%,8.11%,7.13%,8.09%,0.40%,0.94%,0.82%,-1.51%,-0.46%,0.82%,0.57%,1.61%,-0.10%,-1.49%,0.52%,0.93%,1.15%,-1.38%,2.41%,-0.23%,4.15%,3.06%,1.14%,2.84%,4.18%,2.66%,4.38%,1.43%,-0.45%,10.21%,10.95%,6.02%,1.85%,11.79%,6.50%,14.70%,2.70%,-,-,-,13/15,14/15,13/15,9/15,15/15,11/15,14/14,14/14,14/14,13/14,,,,,,-,-,-,58.24%,1,-,41.76%,-,1.7312,0.03%,12-May-21,2.209,25-Jan-21,1.6756,27-Jan-21,1.57%,5.05%,5.44%,9.00%,-
IDFC Bond Fund - Income Plan - Regular Plan - GrowthMedium to Long Duration Fund,5,689.78,-0.00%,0.95%,0.97%,0.36%,1.27%,4.44%,9.59%,9.40%,8.11%,8.67%,0.35%,0.81%,0.71%,-0.68%,-0.15%,0.35%,0.31%,1.61%,-0.39%,-1.25%,0.96%,1.12%,1.02%,0.03%,2.88%,1.68%,3.61%,3.16%,3.50%,3.03%,2.62%,2.71%,3.22%,1.14%,0.48%,9.90%,10.56%,5.15%,3.49%,12.60%,5.78%,13.99%,5.00%,9.93%,7.76%,4.93%,12/14,13/14,13/14,9/14,14/14,11/14,13/13,13/13,13/13,0/0,,,,,,-,-,-,85.63%,12,-,14.37%,-,34.6736,-,12-May-21,35.0207,05-Jan-21,33.4521,18-May-20,1.53%,6.79%,13.13%,21.43%,52.89%
UTI Bond Fund - Direct Plan - GrowthMedium to Long Duration Fund,1,286.25,-0.00%,0.47%,0.83%,0.95%,0.81%,4.92%,0.15%,0.15%,3.41%,-,0.39%,0.90%,0.81%,-0.60%,-0.07%,0.45%,0.40%,1.70%,-0.30%,-1.16%,1.05%,1.21%,0.94%,-0.12%,2.72%,1.52%,3.45%,3.01%,3.34%,2.88%,2.47%,2.57%,3.00%,0.91%,0.89%,11.09%,11.72%,6.09%,4.34%,13.44%,6.53%,14.62%,5.46%,-,-,-,9/14,8/14,9/14,10/14,13/14,12/14,10/13,10/13,9/13,0/0,,,,,,-,-,-,95.59%,62,-,4.41%,-,60.8471,-0%,12-May-21,61.4363,28-Jan-21,57.7311,18-May-20,1.59%,6.69%,13.25%,21.48%,51.28%
HDFC Income Fund - GrowthMedium to Long Duration Fund,2,664.94,-0.01%,0.47%,0.97%,1.07%,0.96%,5.45%,7.90%,7.49%,6.49%,7.53%,0.25%,0.74%,0.57%,-0.43%,-0.21%,0.43%,0.41%,1.08%,-0.70%,-1.47%,1.06%,1.07%,1.03%,-0.49%,2.78%,1.31%,4.08%,3.41%,1.91%,2.64%,2.97%,2.34%,3.05%,0.81%,0.10%,8.67%,9.95%,4.90%,2.23%,12.23%,5.59%,12.42%,3.93%,8.92%,9.22%,5.68%,6/15,12/15,8/15,11/15,6/15,12/15,6/14,4/14,6/14,7/14,,,,,,-,-,-,97.86%,26,-,2.14%,-,32.3846,-0.01%,12-May-21,32.3873,11-May-21,30.0089,18-May-20,1.43%,1.99%,0.42%,1.26%,21.55%
UTI Bond Fund - GrowthMedium to Long Duration Fund,1,286.25,-0.01%,0.43%,0.72%,0.72%,0.76%,4.39%,-0.61%,-0.58%,2.63%,5.94%,0.25%,0.75%,0.59%,-0.43%,-0.20%,0.51%,0.48%,1.14%,-0.63%,-1.40%,1.13%,1.14%,0.94%,-0.71%,2.56%,1.08%,3.90%,3.18%,1.67%,2.41%,2.75%,2.10%,2.81%,0.54%,0.17%,9.64%,10.59%,5.43%,2.72%,12.75%,6.13%,13.11%,4.39%,-,-,-,9/15,5/15,9/15,10/15,12/15,13/15,10/14,11/14,10/14,10/14,,,,,,-,-,-,83.89%,15,-,16.11%,-,31.2006,-0.01%,12-May-21,31.2036,11-May-21,29.0793,18-May-20,1.42%,5.79%,11.14%,18.08%,43.94%
JM Income Fund - (Direct) - GrowthMedium to Long Duration Fund,-,16.99,-0.02%,0.72%,0.56%,0.37%,1.13%,5.54%,0.90%,3.19%,4.28%,-,0.20%,0.64%,0.44%,-0.49%,-0.14%,0.32%,0.31%,1.14%,-0.37%,-1.24%,0.91%,1.46%,0.89%,-0.43%,1.82%,0.44%,5.21%,-5.91%,0.41%,1.43%,-6.33%,-0.20%,2.14%,1.19%,0.22%,0.94%,-5.71%,3.99%,3.60%,13.67%,6.41%,15.68%,3.38%,10.51%,11.17%,5.16%,14/14,4/14,8/14,11/14,5/14,13/14,9/13,9/13,10/13,0/0,,,,,,-,-,-,94.59%,9,-,5.41%,-,49.8483,-0.02%,12-May-21,49.8592,11-May-21,47.0253,18-May-20,1.34%,5.42%,11.01%,17.57%,42.58%
JM Income Fund - GrowthMedium to Long Duration Fund,1,16.99,-0.03%,0.63%,0.31%,-0.13%,1.01%,4.49%,-0.10%,2.16%,3.24%,5.38%,0.21%,0.68%,0.47%,-0.46%,-0.11%,0.36%,0.35%,1.18%,-0.32%,-1.19%,0.96%,1.51%,1.29%,-22.37%,2.11%,2.15%,2.20%,-,-,-,-,-,-,-,0.38%,1.52%,-4.73%,4.70%,4.43%,14.59%,7.43%,16.81%,4.44%,-,-,-,15/15,4/15,10/15,13/15,5/15,14/15,11/14,9/14,11/14,12/14,,,,,,-,-,-,81.35%,11,-,18.64%,-,46.9305,-0.02%,12-May-21,47.0114,08-Jan-21,44.5855,18-May-20,1.06%,3.99%,3.85%,6.24%,22.94%
HSBC Debt Fund - Direct Plan - GrowthMedium to Long Duration Fund,-,35.24,-0.04%,0.72%,1.37%,0.73%,1.29%,4.58%,8.89%,9.09%,7.38%,-,0.37%,0.92%,0.93%,0.78%,-23.84%,0.68%,0.67%,0.65%,0.68%,0.73%,0.71%,0.69%,1.29%,-22.21%,2.11%,2.15%,2.20%,-,-,-,-,-,-,-,-21.33%,7.71%,-,-,-,-,-,-,-,-,-,-,1/14,2/14,1/14,14/14,1/14,14/14,0/0,0/0,0/0,0/0,,,,,,-,-,-,58.24%,1,-,41.76%,-,57.9797,-0.02%,12-May-21,57.992,11-May-21,53.4522,18-May-20,-12.77%,-,-,-,-
HSBC Debt Fund - GrowthMedium to Long Duration Fund,2,35.24,-0.06%,0.65%,1.15%,0.31%,1.18%,3.70%,7.99%,8.21%,6.54%,7.43%,0.36%,0.92%,0.93%,0.79%,-23.68%,0.69%,0.67%,0.65%,0.67%,0.73%,0.71%,0.69%,0.84%,-0.54%,1.70%,0.30%,5.05%,-6.05%,0.25%,0.92%,-6.50%,-0.39%,1.96%,1.03%,-21.16%,7.72%,-,-,-,-,-,-,-,-,-,-,1/15,1/15,1/15,15/15,1/15,15/15,10/16,8/16,4/16,5/16,,,,,,-,-,-,81.35%,11,-,18.64%,-,55.2435,-0.02%,12-May-21,55.2562,11-May-21,51.2452,18-May-20,-12.89%,-,-,-,-
