Scheme Name,Crisil Rank,AuM (Cr),1W_RTN(%),1M_RTN(%),3M_RTN(%),6M_RTN(%),YTD_RTN(%),1Y_RTN(%),2Y_RTN(%),3Y_RTN(%),5Y_RTN(%),10Y_RTN(%),MTD,Apr'21,Mar'21,Feb'21,Jan'21,Dec'20,Nov'20,Oct'20,Sep'20,Aug'20,Jul'20,Jun'20,QTD,Q1'21,Q4'20,Q3'20,Q2'20,Q1'20,Q4'19,Q3'19,Q2'19,Q1'19,Q4'18,Q3'18,YTD,2020_RTN(%),2019_RTN(%),2018_RTN(%),2017_RTN(%),2016_RTN(%),2015_RTN(%),2014_RTN(%),2013_RTN(%),2012_RTN(%),2011_RTN(%),2010_RTN(%),1W_Rank,1M_Rank,3M_Rank,6M_Rank,YTD_Rank,1Y_Rank,2Y_Rank,3Y_Rank,5Y_Rank,10Y_Rank,Standard Deviation,Beta,Sharpe Ratio,Jension's Alpha,Treynor's Ratio,Turnover ratio(%),% Equity Holding,No of stocks in portfolio,% Debt Holding,No of instruments in portfolio,% MF Holding,% Cash Holding,% Other Holding,NAV,1D Change(%),NAV Date,52W High,52WH as on,52W Low,52WL as on,1Y_SIP_RTN(%),2Y_SIP_RTN(%),3Y_SIP_RTN(%),5Y_SIP_RTN(%),10Y_SIP_RTN(%)
IDFC Credit Risk Fund - Direct Plan - GrowthCredit Risk Fund,3,821.18,0.05%,0.60%,1.63%,2.84%,1.04%,8.62%,8.38%,8.20%,-,-,-,-,-,-,-24.45%,-,-,-,-4.16%,-,-,-,-,-24.45%,-,-4.16%,-,-,-,-,-,-,-,-,-21.09%,-47.26%,-,-,-,-,-,-,-,-,-,-,12/19,13/19,13/19,12/19,15/19,16/19,15/16,15/16,14/15,0/0,,,,,,-,-,-,87.24%,93,-,9.28%,3.48%,14.8296,-0%,12-May-21,14.8302,11-May-21,13.6784,27-May-20,1.93%,-9.71%,-15.54%,-17.16%,-
PGIM India Credit Risk Fund- Regular Plan - GrowthCredit Risk Fund,2,45.55,0.04%,0.31%,2.39%,5.41%,0.89%,7.91%,1.60%,2.63%,4.58%,-,0.32%,0.97%,0.90%,0.82%,-24.16%,-,-,-,-,-,-,-,1.29%,-22.72%,-,-,-,-,-,-,-,-,-,-,-21.38%,-47.69%,-,-,-,-,-,-,-,-,-,-,13/18,13/18,13/18,13/18,15/18,16/18,15/16,15/16,14/15,0/0,,,,,,-,-,-,87.72%,20,-,12.28%,-,30.4688,-0%,12-May-21,30.4697,11-May-21,28.5708,04-Jun-20,1.51%,-10.40%,-16.54%,-19.00%,-
L&T Credit Risk Fund - Direct Plan - GrowthCredit Risk Fund,3,222.99,0.04%,0.53%,1.72%,2.30%,0.82%,9.79%,4.23%,4.94%,6.35%,-,0.32%,0.97%,0.90%,0.82%,-24.16%,0.69%,0.70%,0.70%,-3.63%,0.74%,0.75%,0.69%,1.29%,-22.72%,2.17%,-2.19%,2.30%,-,-,-,-,-,-,-,2.94%,9.29%,5.63%,7.10%,7.88%,11.11%,9.72%,6.06%,-,-,-,-,2/18,7/18,4/18,18/18,6/18,17/18,0/0,0/0,0/0,0/0,,,,,,-,-,-,79.18%,38,17.38%,3.44%,-,12.5817,-0.02%,12-May-21,13.1359,06-Jul-20,11.9305,27-Aug-20,-14.40%,-,-,-,-
Kotak Credit Risk Fund - Direct Plan - GrowthCredit Risk Fund,2,1796.66,0.03%,1.01%,2.24%,3.54%,1.40%,10.65%,8.48%,8.32%,8.50%,-,0.23%,0.74%,0.57%,0.02%,0.10%,0.48%,0.90%,1.41%,0.53%,0.27%,1.02%,1.60%,0.98%,0.48%,2.83%,2.06%,2.20%,2.05%,1.57%,2.31%,-0.06%,2.42%,2.31%,1.50%,2.53%,8.12%,4.23%,5.79%,6.43%,9.74%,8.66%,5.74%,-,-,-,-,2/18,7/18,4/18,18/18,6/18,17/18,0/0,0/0,0/0,0/0,,,,,,-,-,-,94.70%,20,-,5.30%,-,11.4725,-0.02%,12-May-21,12.0646,06-Jul-20,10.9435,27-Aug-20,-14.40%,-,-,-,-
IDFC Credit Risk Fund - Regular Plan - GrowthCredit Risk Fund,3,821.18,0.03%,0.52%,1.38%,2.31%,0.93%,7.56%,7.39%,7.17%,-,-,0.25%,0.80%,0.63%,0.06%,0.14%,0.53%,0.95%,1.46%,0.58%,0.33%,1.07%,1.65%,1.05%,0.64%,3.00%,2.22%,2.36%,2.20%,1.73%,2.46%,0.08%,2.55%,2.53%,1.73%,1.28%,4.89%,2.33%,5.50%,7.20%,10.01%,9.32%,11.37%,5.77%,9.49%,9.70%,5.82%,2/18,7/18,4/18,18/18,6/18,17/18,0/0,0/0,0/0,0/0,,,,,,-,-,-,96.97%,2,-,3.03%,-,26.5617,-0.02%,12-May-21,26.5669,11-May-21,23.9799,18-May-20,-14.41%,-,-,-,-
L&T Credit Risk Fund - Regular Plan - GrowthCredit Risk Fund,3,222.99,0.02%,0.46%,1.51%,1.90%,0.72%,8.69%,3.34%,4.13%,5.61%,7.33%,0.22%,2.31%,1.95%,1.21%,0.81%,1.89%,2.47%,1.66%,1.28%,0.97%,-1.77%,1.12%,2.53%,3.96%,6.22%,0.56%,-0.50%,-6.29%,0.53%,1.31%,-0.30%,2.15%,3.54%,1.63%,1.58%,5.95%,3.01%,6.12%,7.84%,10.66%,9.83%,11.70%,6.03%,-,-,-,18/19,19/19,19/19,19/19,19/19,18/19,0/0,0/0,0/0,0/0,,,,,,-,-,-,87.24%,93,-,9.28%,3.48%,24.8506,-0.02%,12-May-21,24.8559,11-May-21,22.5714,18-May-20,-14.41%,-,-,-,-
Kotak Credit Risk Fund - GrowthCredit Risk Fund,2,1796.66,0.01%,0.91%,1.98%,2.99%,1.27%,9.50%,7.42%,7.28%,7.47%,8.37%,0.22%,2.31%,1.98%,1.25%,0.85%,1.94%,2.52%,1.70%,1.33%,1.02%,-1.72%,1.17%,2.53%,4.09%,6.38%,0.70%,-0.35%,-6.14%,0.71%,1.63%,-0.12%,2.33%,3.72%,1.81%,6.80%,2.31%,2.18%,5.84%,8.43%,11.25%,9.68%,-,-,-,-,-,18/19,19/19,19/19,19/19,19/19,18/19,0/0,0/0,0/0,0/0,,,,,,-,-,-,70.94%,7,-,29.06%,-,25.5157,-0.03%,12-May-21,25.5227,11-May-21,23.138,18-May-20,-18.13%,-,-,-,-
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional - GrowthCredit Risk Fund,-,21.94,-,-,-,-24.45%,-,-27.59%,-,-,-,-,0.17%,0.67%,0.48%,0.21%,0.05%,0.42%,0.75%,0.83%,0.70%,-,-8.92%,1.24%,0.84%,0.64%,2.06%,-8.14%,2.22%,-24.83%,0.65%,-4.76%,-2.56%,1.82%,1.96%,1.20%,7.07%,3.07%,3.08%,6.84%,9.79%,12.57%,10.89%,-,-,-,-,-,5/18,6/18,5/18,17/18,7/18,18/18,1/18,1/17,3/16,1/1,,,,,,-,-,-,79.18%,38,17.38%,3.44%,-,23.6007,-0.03%,12-May-21,23.6091,06-May-21,21.6224,18-May-20,-18.13%,-,-,-,-
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional - GrowthCredit Risk Fund,-,28.11,-,-,-,-24.45%,-,-27.59%,-,-,-,-,0.19%,0.74%,0.55%,0.27%,0.11%,0.49%,0.82%,0.90%,0.77%,0.07%,-8.86%,1.30%,0.93%,0.84%,2.28%,-7.93%,2.40%,-24.68%,0.88%,-4.53%,-2.32%,2.08%,2.23%,1.46%,-24.17%,3.43%,-,-,-,-,-,-,-,-,-,-,18/19,19/19,19/19,19/19,19/19,18/19,0/0,0/0,0/0,0/0,,,,,,-,-,-,64.30%,15,-,35.70%,-,13.3135,-0.18%,12-May-21,13.3381,10-May-21,11.9938,18-May-20,-18.83%,-,-,-,-
IDBI Credit Risk Fund - Direct Plan - GrowthCredit Risk Fund,1,37.9,-0.05%,1.01%,1.50%,3.43%,1.42%,12.12%,-3.63%,-0.46%,2.70%,-,0.37%,0.93%,0.92%,0.79%,-12.41%,0.69%,0.67%,0.66%,0.68%,0.74%,-44.88%,-10.57%,1.30%,-22.37%,2.12%,-44.08%,-9.31%,-,-,-,-,-,-,-,-24.45%,-4.16%,-,-,-,-,-,-,-,-,-,-,18/19,19/19,19/19,19/19,19/19,18/19,0/0,0/0,0/0,0/0,,,,,,-,-,-,92.01%,61,-,7.99%,-,14.1545,-0.17%,12-May-21,14.18,10-May-21,12.666,18-May-20,-19.03%,-,-,-,-
IDBI Credit Risk Fund - Regular Plan - GrowthCredit Risk Fund,1,37.9,-0.06%,0.94%,1.32%,3.07%,1.33%,11.36%,-4.26%,-1.17%,1.80%,-,0.37%,0.93%,0.94%,0.78%,-12.30%,0.69%,0.67%,0.65%,0.68%,0.74%,-44.42%,-10.57%,1.30%,-22.16%,2.12%,-43.61%,-9.31%,-,-,-,-,-,-,-,-24.16%,3.49%,-,-,-,-,-,-,-,-,-,-,4/19,4/19,5/19,17/19,5/19,19/19,1/18,1/18,1/17,1/8,,,,,,-,-,-,50.43%,6,-,49.57%,-,1454.4223,-0%,12-May-21,1454.4575,11-May-21,1374.4214,18-May-20,-,-,-,-,-
