Scheme Name,Crisil Rank,AuM (Cr),1W_RTN(%),1M_RTN(%),3M_RTN(%),6M_RTN(%),YTD_RTN(%),1Y_RTN(%),2Y_RTN(%),3Y_RTN(%),5Y_RTN(%),10Y_RTN(%),MTD,Apr'21,Mar'21,Feb'21,Jan'21,Dec'20,Nov'20,Oct'20,Sep'20,Aug'20,Jul'20,Jun'20,QTD,Q1'21,Q4'20,Q3'20,Q2'20,Q1'20,Q4'19,Q3'19,Q2'19,Q1'19,Q4'18,Q3'18,YTD,2020_RTN(%),2019_RTN(%),2018_RTN(%),2017_RTN(%),2016_RTN(%),2015_RTN(%),2014_RTN(%),2013_RTN(%),2012_RTN(%),2011_RTN(%),2010_RTN(%),1W_Rank,1M_Rank,3M_Rank,6M_Rank,YTD_Rank,1Y_Rank,2Y_Rank,3Y_Rank,5Y_Rank,10Y_Rank,Standard Deviation,Beta,Sharpe Ratio,Jension's Alpha,Treynor's Ratio,Turnover ratio(%),% Equity Holding,No of stocks in portfolio,% Debt Holding,No of instruments in portfolio,% MF Holding,% Cash Holding,% Other Holding,NAV,1D Change(%),NAV Date,52W High,52WH as on,52W Low,52WL as on,1Y_SIP_RTN(%),2Y_SIP_RTN(%),3Y_SIP_RTN(%),5Y_SIP_RTN(%),10Y_SIP_RTN(%)
UTI Liquid Cash Plan - Direct Plan - GrowthLiquid Fund,2,27354.11,0.06%,0.26%,0.80%,1.57%,0.38%,3.38%,4.68%,5.65%,6.18%,-,0.11%,0.26%,0.29%,0.23%,0.25%,0.25%,0.21%,0.25%,0.26%,0.28%,0.26%,0.30%,0.37%,0.78%,0.78%,0.81%,1.16%,1.27%,1.38%,1.56%,1.76%,1.76%,1.89%,1.83%,1.19%,4.03%,6.65%,7.48%,6.79%,7.78%,8.48%,9.20%,9.38%,-,-,-,29/39,27/38,14/38,20/38,26/38,13/38,20/38,21/35,24/32,20/29,,,,,,-,-,-,84.32%,47,-,15.68%,-,2820.3011,0.01%,13-May-21,2820.3011,13-May-21,2733.0934,17-May-20,1.62%,4.10%,7.48%,15.19%,-
Franklin India Liquid Fund - Super Institutional - Direct - GrowthLiquid Fund,1,1979.45,0.06%,0.26%,0.79%,1.56%,0.38%,3.34%,4.84%,5.80%,6.28%,-,0.10%,0.25%,0.28%,0.23%,0.23%,0.25%,0.22%,0.25%,0.25%,0.27%,0.24%,0.29%,0.37%,0.80%,0.82%,0.90%,1.21%,1.48%,1.37%,1.53%,1.70%,1.78%,1.92%,1.80%,1.14%,4.07%,6.35%,7.39%,6.66%,7.65%,8.40%,9.12%,9.19%,-,-,-,35/39,31/38,22/38,29/38,29/38,14/38,6/38,5/35,5/32,5/29,,,,,,-,-,-,91.96%,45,-,8.04%,-,2495.1767,0.01%,13-May-21,2495.1767,13-May-21,2417.565,17-May-20,1.62%,3.94%,7.13%,14.60%,-
Principal Cash Management Fund - Direct Plan - GrowthLiquid Fund,1,174.51,0.06%,0.26%,0.78%,1.54%,0.38%,3.23%,4.30%,2.22%,4.14%,-,0.10%,0.25%,0.27%,0.23%,0.22%,0.24%,0.22%,0.25%,0.25%,0.26%,0.24%,0.29%,0.38%,0.81%,0.83%,0.91%,1.22%,1.49%,1.39%,1.56%,1.73%,1.80%,1.95%,1.83%,1.12%,4.02%,6.30%,7.29%,6.58%,7.57%,8.33%,9.07%,9.16%,9.56%,8.98%,5.48%,17/44,18/43,16/43,20/43,17/43,14/42,18/38,16/35,14/33,0/0,,,,,,-,-,-,89.33%,124,-,10.67%,-,2475.9992,0.01%,13-May-21,2475.9992,13-May-21,2401.1743,17-May-20,1.75%,4.14%,7.40%,15.02%,-
Kotak Liquid - Direct Plan - GrowthLiquid Fund,3,33474.33,0.06%,0.26%,0.80%,1.56%,0.38%,3.35%,4.59%,5.55%,6.11%,-,0.10%,0.25%,0.28%,0.24%,0.22%,0.24%,0.23%,0.25%,0.25%,0.27%,0.25%,0.31%,0.35%,0.75%,0.74%,0.78%,0.93%,1.23%,1.28%,1.42%,1.59%,1.66%,1.65%,-6.76%,1.13%,4.15%,6.47%,7.29%,6.53%,7.57%,8.26%,9.02%,9.20%,9.60%,8.94%,5.47%,2/39,7/38,8/38,4/38,8/38,15/38,11/38,10/35,13/32,16/29,,,,,,-,-,-,79.17%,33,-,20.83%,-,2468.2279,0.01%,13-May-21,2468.2279,13-May-21,2394.265,17-May-20,1.62%,3.95%,7.14%,14.68%,-
Navi Liquid Fund - Direct Plan - GrowthLiquid Fund,3,66.56,0.06%,0.26%,0.79%,1.53%,0.39%,3.08%,4.20%,5.34%,6.07%,-,0.10%,0.25%,0.28%,0.25%,0.23%,0.25%,0.23%,0.25%,0.26%,0.27%,0.25%,0.32%,0.36%,0.77%,0.76%,0.80%,0.96%,1.24%,1.29%,1.40%,1.61%,1.68%,1.68%,-6.74%,1.16%,4.24%,6.54%,7.39%,6.60%,7.63%,8.32%,9.09%,9.26%,-,-,-,2/44,7/43,8/43,4/43,8/43,15/42,12/38,9/35,11/33,0/0,,,,,,-,-,-,70.87%,15,-,29.13%,-,2378.5174,0.01%,13-May-21,2378.5174,13-May-21,2303.0782,17-May-20,1.61%,3.94%,7.16%,14.63%,40.95%
Union Liquid Fund - GrowthLiquid Fund,1,1028.37,0.06%,0.26%,0.80%,1.55%,0.38%,3.31%,4.62%,4.28%,5.27%,-,0.09%,0.25%,0.27%,0.25%,0.22%,0.24%,0.22%,0.25%,0.25%,0.27%,0.25%,0.32%,0.33%,0.67%,0.67%,0.71%,0.84%,1.13%,1.19%,1.39%,1.54%,1.60%,1.64%,1.71%,1.11%,4.23%,6.67%,7.42%,6.65%,7.63%,8.32%,9.08%,9.22%,9.70%,8.89%,5.25%,34/44,28/43,19/43,27/43,26/43,16/42,20/38,21/35,24/33,0/0,,,,,,-,-,-,71.33%,15,-,28.67%,-,2482.4742,0.01%,13-May-21,2482.4742,13-May-21,2406.4523,17-May-20,1.62%,3.94%,7.18%,14.75%,-
Quantum Liquid Fund - Direct Plan - GrowthLiquid Fund,5,575.31,0.06%,0.25%,0.76%,1.50%,0.37%,3.10%,4.19%,5.04%,5.52%,7.05%,0.10%,0.26%,0.29%,0.25%,0.23%,0.25%,0.23%,0.25%,0.26%,0.28%,0.26%,0.33%,0.34%,0.68%,0.68%,0.72%,0.85%,1.15%,1.20%,1.40%,1.55%,1.62%,1.65%,1.72%,1.17%,4.34%,6.74%,7.51%,6.73%,7.71%,8.42%,9.15%,9.31%,-,-,-,25/39,25/38,21/38,27/38,24/38,16/38,23/38,23/35,22/32,18/29,,,,,,-,-,-,92.44%,74,-,7.56%,-,2293.2969,0.01%,13-May-21,2293.2969,13-May-21,2219.6924,17-May-20,1.62%,-,-,-,-
Invesco India Liquid Fund - Direct Plan - GrowthLiquid Fund,4,5120.15,0.06%,0.25%,0.78%,1.55%,0.37%,3.31%,4.56%,5.55%,6.14%,-,0.10%,0.25%,0.27%,0.24%,0.24%,0.24%,0.23%,0.25%,0.25%,0.27%,0.24%,0.29%,0.32%,0.87%,0.73%,0.74%,0.92%,1.37%,1.32%,1.49%,1.74%,1.76%,1.82%,1.76%,1.13%,4.06%,6.42%,7.40%,6.66%,7.61%,8.37%,9.08%,9.21%,9.69%,9.01%,5.47%,32/39,26/38,27/38,30/38,20/38,17/38,8/38,9/35,8/32,4/29,,,,,,-,-,-,44.40%,10,-,55.60%,-,2221.8218,0.01%,13-May-21,2221.8218,13-May-21,2146.2918,17-May-20,1.61%,-,-,-,-
ICICI Prudential Liquid Fund - Direct Fund - GrowthLiquid Fund,2,40714.37,0.06%,0.26%,0.79%,1.57%,0.38%,3.44%,4.74%,5.67%,6.19%,-,0.10%,0.25%,0.27%,0.24%,0.24%,0.24%,0.24%,0.25%,0.25%,0.27%,0.25%,0.29%,0.33%,0.89%,0.75%,0.77%,0.95%,1.39%,1.35%,1.52%,1.77%,1.79%,1.85%,1.78%,1.15%,4.13%,6.49%,7.48%,6.74%,7.69%,8.44%,9.16%,9.27%,-,-,-,28/44,25/43,20/43,24/43,22/43,17/42,14/38,13/35,9/33,0/0,,,,,,-,-,-,63.07%,8,-,36.93%,-,2280.9993,0.01%,13-May-21,2280.9993,13-May-21,2209.3308,17-May-20,1.61%,3.93%,7.15%,14.61%,41.03%
BOI AXA Liquid Fund - Regular Plan - GrowthLiquid Fund,4,242.02,0.06%,0.25%,0.78%,1.52%,0.37%,3.26%,4.49%,5.47%,6.06%,7.32%,0.10%,0.25%,0.27%,0.25%,0.22%,0.24%,0.22%,0.25%,0.25%,0.28%,0.27%,0.34%,0.33%,0.89%,0.75%,0.77%,0.95%,-,-,-,-,-,-,-,1.13%,4.26%,6.64%,7.39%,6.64%,7.67%,8.35%,9.15%,9.29%,9.66%,9.02%,5.48%,21/44,20/43,18/43,25/43,18/43,18/42,24/38,26/35,25/33,0/0,,,,,,-,-,-,88.83%,72,-,11.17%,-,2359.5235,0.01%,13-May-21,2359.5235,13-May-21,2286.9474,17-May-20,1.61%,3.92%,7.11%,14.63%,-
DSP Liquidity Fund - Regular Plan - GrowthLiquid Fund,4,12853.47,0.06%,0.26%,0.78%,1.53%,0.38%,3.23%,4.55%,5.52%,6.07%,7.53%,0.10%,0.26%,0.28%,0.25%,0.23%,0.25%,0.23%,0.26%,0.26%,0.28%,0.28%,0.35%,0.33%,0.89%,0.74%,0.75%,0.95%,-,-,-,-,-,-,-,1.17%,4.37%,6.74%,7.49%,6.73%,7.76%,8.44%,9.24%,9.33%,-,-,-,23/39,24/38,24/38,19/38,25/38,18/38,18/38,17/35,12/32,15/29,,,,,,-,-,-,60.73%,7,-,39.27%,-,2375.9548,0.01%,13-May-21,2375.9548,13-May-21,2300.3232,17-May-20,1.61%,3.98%,6.59%,12.44%,-
Aditya Birla Sun Life Liquid Fund - Direct Plan - GrowthLiquid Fund,1,30938.19,0.06%,0.26%,0.80%,1.57%,0.38%,3.46%,4.79%,5.72%,6.24%,-,0.10%,0.26%,0.27%,0.24%,0.22%,0.23%,0.23%,0.25%,0.24%,0.27%,0.26%,0.32%,0.31%,0.78%,0.59%,0.65%,0.92%,-,-,-,-,-,-,-,1.14%,4.16%,6.69%,7.42%,6.67%,7.65%,8.36%,9.03%,9.08%,9.65%,8.99%,5.55%,11/39,17/38,11/38,17/38,21/38,19/38,25/38,25/35,21/32,26/29,,,,,,-,-,-,79.85%,54,-,20.15%,-,2204.6398,0.01%,13-May-21,2204.6398,13-May-21,2130.5368,17-May-20,1.60%,3.97%,7.19%,14.74%,-
Canara Robeco Liquid - Direct Plan - GrowthLiquid Fund,5,1883.33,0.06%,0.25%,0.78%,1.53%,0.37%,3.15%,4.26%,5.32%,5.93%,-,0.10%,0.27%,0.28%,0.26%,0.24%,0.25%,0.24%,0.26%,0.25%,0.28%,0.27%,0.34%,0.33%,0.89%,0.75%,0.76%,0.96%,-,-,-,-,-,-,-,1.18%,4.33%,6.72%,7.48%,6.72%,7.71%,8.41%,9.11%,9.20%,-,-,-,16/44,19/43,17/43,23/43,23/43,19/42,25/38,24/35,20/33,0/0,,,,,,-,-,-,70.87%,15,-,29.13%,-,2257.0075,0.01%,13-May-21,2257.0075,13-May-21,2190.3023,17-May-20,1.60%,3.91%,7.13%,14.63%,41.30%
LIC MF Liquid Fund - GrowthLiquid Fund,3,7243.84,0.06%,0.25%,0.78%,1.54%,0.37%,3.30%,4.62%,5.54%,6.07%,7.45%,0.09%,0.22%,0.23%,0.23%,0.20%,0.21%,0.21%,0.22%,0.22%,0.25%,0.21%,0.23%,0.33%,0.70%,0.70%,0.72%,0.65%,1.08%,1.15%,1.32%,-,-,-,-,1.01%,3.34%,5.44%,0.16%,-,-,-,-,-,-,-,-,18/39,14/38,23/38,18/38,18/38,20/38,3/38,2/35,2/32,2/29,,,,,,-,-,-,86.96%,30,-,13.04%,-,2357.431,0.01%,13-May-21,2357.431,13-May-21,2284.2338,17-May-20,1.72%,4.12%,7.40%,14.99%,41.68%
IDFC Cash Fund - Direct Plan - GrowthLiquid Fund,4,9488.12,0.06%,0.26%,0.78%,1.53%,0.38%,3.26%,4.48%,5.45%,6.06%,-,0.10%,0.24%,0.24%,0.25%,0.21%,0.22%,0.22%,0.24%,0.24%,0.26%,0.23%,0.24%,0.35%,0.73%,0.72%,0.75%,0.68%,1.11%,1.17%,1.35%,-,-,-,-,1.07%,3.49%,5.60%,0.16%,-,-,-,-,-,-,-,-,18/44,15/43,24/43,26/43,21/43,20/42,3/38,3/35,2/33,0/0,,,,,,-,-,-,86.10%,68,-,13.90%,-,2241.3199,0.01%,13-May-21,2241.3199,13-May-21,2176.1499,17-May-20,1.59%,3.92%,7.14%,14.64%,41.06%
Axis Liquid Fund - Direct Plan - GrowthLiquid Fund,3,25040.05,0.06%,0.26%,0.80%,1.56%,0.38%,3.37%,4.72%,5.67%,6.22%,-,0.11%,0.26%,0.27%,0.25%,0.24%,0.25%,0.22%,0.25%,0.26%,0.28%,0.24%,0.26%,0.37%,0.80%,0.77%,0.80%,1.05%,1.31%,1.32%,1.52%,1.78%,1.82%,1.89%,1.83%,1.17%,4.11%,6.64%,7.36%,6.59%,7.55%,8.19%,9.01%,9.21%,9.69%,9.07%,6.17%,22/39,28/38,29/38,23/38,27/38,21/38,26/38,24/35,20/32,12/29,,,,,,-,-,-,98.77%,66,-,1.23%,-,2179.8085,0.01%,13-May-21,2179.8085,13-May-21,2108.5259,17-May-20,1.71%,4.12%,7.34%,14.80%,41.10%
HSBC Cash Fund - GrowthLiquid Fund,4,3553.23,0.06%,0.25%,0.77%,1.52%,0.37%,3.24%,4.53%,5.52%,6.08%,3.06%,0.11%,0.27%,0.28%,0.26%,0.25%,0.26%,0.23%,0.25%,0.27%,0.29%,0.25%,0.27%,-,-,-,-,-,-,-,-,-,-,-,-,1.21%,4.22%,6.77%,7.50%,6.71%,7.58%,8.30%,9.11%,9.30%,-,-,-,14/44,17/43,23/43,22/43,20/43,21/42,21/38,19/35,18/33,0/0,,,,,,-,-,-,87.25%,20,-,12.75%,-,2151.8429,0.01%,13-May-21,2151.8429,13-May-21,2083.4293,17-May-20,1.59%,3.98%,7.23%,14.76%,41.49%
ITI Liquid Fund - Direct Plan - GrowthLiquid Fund,-,40.06,0.06%,0.25%,0.73%,1.46%,0.36%,2.98%,3.91%,-,-,-,0.09%,0.25%,0.27%,0.24%,0.22%,0.23%,0.23%,0.25%,0.25%,0.27%,0.25%,0.30%,0.36%,0.78%,0.75%,0.78%,1.03%,1.29%,1.30%,1.48%,1.76%,1.80%,1.87%,1.81%,1.10%,4.28%,6.54%,7.41%,6.66%,7.63%,8.33%,9.08%,9.32%,9.78%,9.01%,5.04%,7/44,5/43,3/43,11/43,3/43,22/42,16/38,12/35,7/33,0/0,,,,,,-,-,-,51.82%,3,-,48.18%,-,2056.4344,0.01%,13-May-21,2056.4344,13-May-21,1990.9711,17-May-20,1.71%,4.09%,7.38%,14.96%,41.65%
Navi Liquid Fund - Regular Plan - GrowthLiquid Fund,3,66.56,0.06%,0.26%,0.77%,1.50%,0.38%,3.03%,4.14%,5.26%,5.97%,7.57%,0.10%,0.26%,0.28%,0.25%,0.23%,0.24%,0.24%,0.26%,0.26%,0.28%,0.26%,0.31%,0.36%,0.76%,0.76%,0.75%,1.14%,1.37%,1.33%,1.49%,1.74%,1.77%,1.88%,1.79%,1.16%,4.40%,6.65%,7.47%,6.73%,7.68%,8.40%,9.18%,9.43%,-,-,-,13/39,20/38,26/38,21/38,23/38,22/38,22/38,19/35,16/32,29/29,,,,,,-,-,-,101.53%,56,-,-1.53%,-,2045.7701,0.01%,13-May-21,2045.7701,13-May-21,1982.5857,17-May-20,1.59%,3.86%,6.99%,14.39%,-
TRUSTMF Liquid Fund - Regular Plan - GrowthLiquid Fund,-,0.0,0.06%,-,-,-,-,-,-,-,-,-,0.11%,0.26%,0.27%,0.24%,0.23%,0.24%,0.21%,0.25%,0.25%,0.27%,0.25%,0.30%,0.39%,0.82%,0.82%,0.81%,1.20%,1.44%,1.40%,1.59%,1.77%,1.80%,1.90%,1.82%,1.13%,3.98%,6.62%,7.42%,6.64%,7.54%,8.28%,9.05%,9.27%,8.99%,-28.72%,4.97%,5/39,3/38,9/38,9/38,10/38,23/38,27/38,22/35,15/32,10/29,,,,,,-,-,-,91.62%,13,-,8.38%,-,1989.6234,0.01%,13-May-21,1989.6234,13-May-21,1925.0908,17-May-20,1.59%,3.93%,7.15%,14.59%,-
L&T Liquid Fund - Direct Plan - GrowthLiquid Fund,5,7007.9,0.06%,0.25%,0.78%,1.55%,0.37%,3.31%,4.63%,5.59%,6.16%,-,0.11%,0.26%,0.27%,0.25%,0.24%,0.25%,0.22%,0.26%,0.26%,0.28%,0.26%,0.30%,0.36%,0.74%,0.76%,0.79%,1.12%,1.34%,1.31%,1.47%,1.70%,1.75%,1.85%,1.78%,1.16%,4.09%,6.71%,7.48%,6.71%,7.60%,8.35%,9.11%,9.28%,-,-,-,44/44,43/43,43/43,43/43,43/43,23/42,27/38,22/35,15/33,0/0,,,,,,-,-,-,89.33%,124,-,10.67%,-,1973.4333,0.01%,13-May-21,1973.4333,13-May-21,1911.2176,17-May-20,1.58%,3.82%,6.99%,14.45%,41.08%
TRUSTMF Liquid Fund - Regular Plan - GrowthLiquid Fund,-,376.36,0.06%,-,-,-,-,-,-,-,-,-,0.10%,0.26%,0.28%,0.25%,0.25%,0.26%,0.24%,0.26%,0.27%,0.29%,0.31%,0.33%,0.37%,0.77%,0.78%,0.81%,1.13%,1.35%,1.32%,1.49%,1.72%,1.76%,1.87%,1.80%,1.19%,4.51%,6.59%,7.44%,6.58%,7.51%,8.24%,9.01%,9.02%,9.65%,8.94%,3.14%,44/44,43/43,43/43,43/43,43/43,23/42,27/38,22/35,15/33,0/0,,,,,,-,-,-,91.62%,13,-,8.38%,-,2013.4144,0.01%,13-May-21,2013.4144,13-May-21,1950.9723,17-May-20,1.71%,4.06%,7.26%,14.68%,40.99%
Nippon India Liquid Fund - Direct Plan - GrowthLiquid Fund,3,22828.39,0.06%,0.26%,0.81%,1.57%,0.38%,3.41%,4.77%,5.72%,6.24%,-,0.10%,0.27%,0.29%,0.25%,0.25%,0.26%,0.24%,0.27%,0.28%,0.30%,0.31%,0.33%,0.35%,0.77%,0.76%,0.79%,1.13%,1.47%,1.33%,1.46%,1.70%,1.76%,1.84%,1.77%,1.20%,4.55%,6.69%,7.56%,6.70%,7.62%,8.35%,9.12%,9.12%,-,-,-,23/44,31/43,29/43,29/43,28/43,24/42,28/38,25/35,23/33,0/0,,,,,,-,-,-,68.54%,1,-,31.46%,-,2013.0007,0.01%,13-May-21,2013.0007,13-May-21,1950.6106,17-May-20,1.58%,3.73%,5.45%,9.09%,-
PGIM India Insta Cash Fund - GrowthLiquid Fund,1,785.68,0.06%,0.26%,0.79%,1.53%,0.39%,3.33%,4.63%,5.61%,6.15%,7.58%,0.10%,0.24%,0.24%,0.19%,0.22%,0.21%,0.19%,0.22%,0.22%,0.26%,0.22%,0.25%,0.37%,0.80%,0.80%,0.83%,1.17%,1.51%,1.36%,1.52%,1.73%,1.79%,1.88%,1.80%,1.01%,3.41%,5.87%,6.82%,6.16%,7.17%,7.76%,8.39%,1.03%,-,-,-,10/39,13/38,13/38,14/38,12/38,24/38,21/38,20/35,19/32,19/29,,,,,,-,-,-,77.62%,86,-,22.38%,-,1824.0818,0.01%,13-May-21,1824.0818,13-May-21,1767.7753,17-May-20,1.58%,3.89%,7.07%,14.50%,40.80%
Tata Liquid Fund - Direct Plan - GrowthLiquid Fund,2,15808.44,0.06%,0.26%,0.80%,1.56%,0.38%,3.38%,4.76%,5.69%,6.22%,-,0.10%,0.24%,0.24%,0.20%,0.23%,0.21%,0.20%,0.22%,0.22%,0.26%,0.22%,0.26%,0.35%,0.76%,0.77%,0.78%,1.12%,1.31%,1.30%,1.46%,1.72%,1.75%,1.88%,1.80%,1.03%,3.46%,5.93%,6.87%,6.21%,7.23%,7.81%,8.45%,1.04%,-,-,-,31/44,33/43,27/43,30/43,29/43,25/42,22/38,20/35,19/33,0/0,,,,,,-,-,-,97.33%,25,-,2.67%,-,2013.3782,0.01%,13-May-21,2013.3782,13-May-21,1951.2584,17-May-20,1.58%,3.86%,7.00%,14.42%,40.50%
Canara Robeco Liquid - Regular Plan - GrowthLiquid Fund,5,1883.33,0.06%,0.25%,0.77%,1.52%,0.37%,3.13%,4.24%,5.29%,5.89%,7.43%,0.10%,0.25%,0.28%,0.25%,0.23%,0.24%,0.22%,0.25%,0.25%,0.27%,0.25%,0.30%,0.36%,0.78%,0.79%,0.80%,1.13%,1.32%,1.32%,1.47%,1.74%,1.77%,1.90%,1.81%,1.16%,4.29%,6.34%,3.59%,6.45%,7.41%,8.16%,9.02%,9.24%,9.69%,4.83%,-,8/39,6/38,3/38,7/38,3/38,25/38,17/38,14/35,9/32,6/29,,,,,,-,-,-,79.85%,54,-,20.15%,-,2013.02,0.01%,13-May-21,2013.02,13-May-21,1951.0899,17-May-20,1.58%,3.95%,7.17%,14.65%,41.18%
Parag Parikh Liquid Fund - Direct Plan - GrowthLiquid Fund,4,1254.85,0.06%,0.26%,0.76%,1.50%,0.36%,3.10%,4.22%,4.96%,-,-,0.10%,0.26%,0.28%,0.25%,0.24%,0.25%,0.23%,0.26%,0.25%,0.28%,0.26%,0.30%,0.36%,0.77%,0.80%,0.83%,1.16%,1.38%,1.38%,1.55%,1.74%,1.82%,1.88%,1.80%,1.19%,4.39%,6.47%,3.68%,6.60%,7.54%,8.30%,9.08%,9.30%,-,-,-,13/44,13/43,15/43,18/43,12/43,26/42,19/38,18/35,17/33,0/0,,,,,,-,-,-,72.61%,24,-,27.39%,-,1813.0351,0.01%,13-May-21,1813.0351,13-May-21,1758.5348,17-May-20,1.58%,3.91%,7.11%,14.58%,41.05%
UTI Liquid Cash Plan - Regular Plan - GrowthLiquid Fund,3,27354.11,0.06%,0.25%,0.78%,1.53%,0.37%,3.29%,4.60%,5.57%,6.12%,7.54%,0.09%,0.22%,0.24%,0.27%,0.32%,0.23%,0.21%,0.24%,0.24%,0.25%,0.24%,0.24%,0.38%,0.80%,0.83%,0.86%,1.18%,1.41%,1.40%,1.58%,1.76%,1.85%,1.91%,1.83%,1.20%,3.84%,6.52%,7.29%,6.69%,7.82%,8.43%,9.12%,9.10%,9.79%,1.70%,-,20/39,18/38,20/38,26/38,19/38,26/38,29/38,28/35,26/32,21/29,,,,,,-,-,-,87.25%,20,-,12.75%,-,1996.5693,0.01%,13-May-21,1996.5693,13-May-21,1936.6128,17-May-20,1.70%,4.17%,7.55%,15.22%,42.33%
Franklin India Liquid Fund - Super Institutional Plan - GrowthLiquid Fund,1,1979.45,0.06%,0.25%,0.77%,1.52%,0.37%,3.25%,4.76%,5.73%,6.21%,7.68%,0.09%,0.23%,0.24%,0.27%,0.33%,0.24%,0.22%,0.24%,0.25%,0.25%,0.25%,0.25%,0.37%,0.78%,0.79%,0.81%,1.10%,1.38%,1.32%,1.47%,1.72%,1.79%,1.85%,1.78%,1.24%,3.94%,6.63%,7.39%,6.80%,7.93%,8.55%,9.21%,9.20%,-,-,-,36/44,30/43,30/43,35/43,31/43,27/42,23/38,23/35,26/33,0/0,,,,,,-,-,-,86.45%,21,-,13.55%,-,2003.2331,0.01%,13-May-21,2003.2331,13-May-21,1949.2481,17-May-20,1.69%,4.10%,7.40%,14.98%,41.69%
SBI Liquid Fund - Direct Plan - GrowthLiquid Fund,2,49743.0,0.06%,0.25%,0.80%,1.56%,0.38%,3.37%,4.64%,5.59%,6.11%,-,0.10%,0.25%,0.27%,0.24%,0.23%,0.24%,0.22%,0.25%,0.25%,0.27%,0.24%,0.29%,0.39%,0.81%,0.82%,0.83%,1.13%,1.41%,1.34%,1.52%,1.75%,1.79%,1.86%,1.81%,1.14%,4.14%,6.45%,7.39%,6.58%,7.59%,8.26%,9.01%,9.20%,9.60%,8.93%,5.51%,33/39,11/38,18/38,11/38,9/38,27/38,19/38,16/35,27/32,24/29,,,,,,-,-,-,98.77%,66,-,1.23%,-,1342.3573,0.01%,13-May-21,1342.3573,13-May-21,1297.6302,17-May-20,1.57%,3.84%,6.99%,14.41%,40.89%
IDFC Cash Fund - Regular Plan - GrowthLiquid Fund,4,9488.12,0.06%,0.25%,0.77%,1.51%,0.37%,3.21%,4.43%,5.39%,5.98%,7.49%,0.10%,0.26%,0.28%,0.24%,0.24%,0.25%,0.22%,0.25%,0.26%,0.27%,0.25%,0.29%,0.32%,0.68%,0.69%,0.70%,0.86%,1.04%,1.16%,1.30%,1.39%,1.46%,-,-,1.17%,4.23%,6.55%,7.50%,6.73%,7.68%,8.36%,9.08%,9.26%,-,-,-,34/39,32/38,31/38,32/38,31/38,28/38,24/38,26/35,25/32,22/29,,,,,,-,-,-,92.44%,74,-,7.56%,-,1334.2064,0.01%,13-May-21,1334.2064,13-May-21,1291.1585,17-May-20,1.57%,3.66%,6.71%,13.99%,-
Principal Cash Management Fund - GrowthLiquid Fund,1,174.51,0.06%,0.25%,0.76%,1.49%,0.37%,3.14%,4.24%,2.16%,4.07%,6.53%,0.11%,0.28%,0.29%,0.26%,0.25%,0.27%,0.24%,0.26%,0.27%,0.27%,0.24%,0.29%,0.34%,0.72%,0.73%,0.73%,0.89%,1.08%,1.20%,1.34%,1.43%,1.50%,-,-,1.23%,4.36%,6.77%,7.51%,6.71%,6.87%,8.17%,9.21%,9.29%,-,-,-,26/44,26/43,26/43,32/43,25/43,28/42,29/38,28/35,28/33,0/0,,,,,,-,-,-,76.85%,12,-,23.15%,-,1595.366,0.01%,13-May-21,1595.366,13-May-21,1550.8185,17-May-20,1.57%,3.79%,6.92%,14.32%,-
HDFC Liquid Fund - Direct Plan - GrowthLiquid Fund,3,59574.25,0.06%,0.25%,0.78%,1.52%,0.37%,3.28%,4.61%,5.56%,6.10%,-,0.10%,0.26%,0.27%,0.24%,0.23%,0.25%,0.22%,0.24%,0.25%,0.25%,0.22%,0.27%,0.37%,0.74%,0.71%,0.74%,0.88%,1.26%,1.17%,1.39%,1.62%,1.81%,1.88%,1.80%,1.14%,4.10%,6.57%,7.39%,6.60%,6.78%,8.08%,9.06%,9.17%,9.68%,8.94%,5.69%,21/39,22/38,30/38,31/38,28/38,29/38,31/38,35/35,32/32,28/29,,,,,,-,-,-,77.62%,86,-,22.38%,-,1589.388,0.01%,13-May-21,1589.388,13-May-21,1545.7707,17-May-20,1.57%,3.83%,7.03%,14.50%,40.76%
Indiabulls Liquid Fund - Direct Plan - Growth - Unclaimed Redemption < 3 YrsLiquid Fund,-,115.08,0.06%,0.24%,0.73%,1.63%,0.35%,3.24%,-,-,-,-,0.10%,0.25%,0.27%,0.23%,0.24%,0.24%,0.22%,0.24%,0.25%,0.26%,0.25%,0.25%,0.38%,0.76%,0.72%,0.76%,0.89%,1.27%,1.19%,1.42%,1.65%,1.84%,1.91%,1.83%,1.13%,3.66%,6.31%,7.33%,6.50%,7.48%,8.20%,9.01%,9.20%,9.63%,8.97%,5.52%,37/39,38/38,36/38,5/38,37/38,30/38,28/38,27/35,18/32,0/0,,,,,,-,-,-,51.82%,3,-,48.18%,-,1157.2139,0.01%,13-May-21,1157.2139,13-May-21,1122.8388,17-May-20,1.57%,3.95%,7.18%,14.69%,41.32%
